
Test: 0

Insert: 
     Ñartesian                                  AVL
18)     0.0007503                      0.0005106
19)     0.0009236                      0.0005077
20)     0.0008036                      0.0005157
21)     0.0008196                      0.0004539
22)     0.0008638                      0.0005269
23)     0.0010196                      0.0004619
24)     0.0008175                      0.0005054
25)     0.0009054                      0.0004445
26)     0.0008241                      0.0005257
27)     0.0008556                      0.0004477
28)     0.0008743                      0.000492
29)     0.0008908                      0.0004484
30)     0.0009826                      0.0005068
31)     0.0008431                      0.0004414
32)     0.0009075                      0.0004842
33)     0.0008898                      0.0005083
34)     0.0009452                      0.0004445
35)     0.0007717                      0.0005147
36)     0.000894                      0.0004422
37)     0.0009281                      0.0005284
38)     0.0009305                      0.0004435
39)     0.0008764                      0.0005138
40)     0.0009084                      0.0004555
41)     0.0008603                      0.0004941
42)     0.0008687                      0.0004333
43)     0.0008525                      0.0004849
44)     0.0010138                      0.0004454
45)     0.0008437                      0.0004872
46)     0.0009341                      0.0004425
47)     0.0008741                      0.0004954
48)     0.0008515                      0.0005051
49)     0.0008794                      0.0004548
50)     0.0008283                      0.0005195

Test: 1

Insert: 
     Ñartesian                                  AVL
1)     0.0008707                      0.0005242
2)     0.0008798                      0.0004554
3)     0.000806                      0.0005163
4)     0.000886                      0.0004978
5)     0.0010104                      0.0004622
6)     0.0008567                      0.0004639
7)     0.0008665                      0.000513
8)     0.0009189                      0.0005025
9)     0.000935                      0.0004734
10)     0.0008388                      0.0005344
11)     0.0008774                      0.0005118
12)     0.0008648                      0.0004609
13)     0.0009315                      0.0005341
14)     0.0008584                      0.0005047
15)     0.0009337                      0.0004664
16)     0.0013303                      0.0008535
17)     0.0008726                      0.0005094
18)     0.0009583                      0.0004621
19)     0.0009006                      0.0004684
20)     0.0008666                      0.0005038
21)     0.0009392                      0.0004975
22)     0.0009436                      0.0004687
23)     0.0008526                      0.0005283
24)     0.0008692                      0.0005087
25)     0.0008786                      0.0004598
26)     0.0011834                      0.000569
27)     0.0009205                      0.0005011
28)     0.0009106                      0.0004582
29)     0.0007968                      0.0005259
30)     0.0008726                      0.0005021
31)     0.0011507                      0.0004737
32)     0.0009054                      0.0004531
33)     0.0008183                      0.0005355
34)     0.0008688                      0.0005145
35)     0.0009001                      0.0004652
36)     0.0008608                      0.000531
37)     0.0008381                      0.0005048
38)     0.0008977                      0.0004568
39)     0.0008177                      0.0004529
40)     0.0012386                      0.0008793
41)     0.0012969                      0.0007817
42)     0.0012194                      0.0005511
43)     0.0008226                      0.0005573
44)     0.0008524                      0.0005162
45)     0.0008201                      0.0004598
46)     0.0008057                      0.0005292
47)     0.0008689                      0.0005154
48)     0.0008454                      0.0004519
49)     0.0008423                      0.0005502
50)     0.0008604                      0.0005175

Test: 2

Insert: 
     Ñartesian                                  AVL
1)     0.0008439                      0.0005513
2)     0.0008884                      0.000557
3)     0.0009753                      0.0005189
4)     0.000915                      0.0004758
5)     0.0009825                      0.0004737
6)     0.0008409                      0.0004708
7)     0.0010618                      0.0005245
8)     0.0008883                      0.0005106
9)     0.0008399                      0.0005462
10)     0.0011923                      0.0007964
11)     0.0007886                      0.0005363
12)     0.0012307                      0.0004694
13)     0.0008867                      0.0004704
14)     0.0009351                      0.0004733
15)     0.0009682                      0.00052
16)     0.0008579                      0.0005184
17)     0.0008757                      0.0005151
18)     0.0007939                      0.0005607
19)     0.0007906                      0.0005388
20)     0.0008215                      0.0005332
21)     0.0008707                      0.0004696
22)     0.0008129                      0.0004691
23)     0.0008598                      0.0004665
24)     0.0008111                      0.0005225
25)     0.0009957                      0.0005128
26)     0.0008473                      0.0005077
27)     0.0007883                      0.0005306
28)     0.0007998                      0.0005563
29)     0.0009427                      0.0007668
30)     0.000903                      0.0004686
31)     0.0009389                      0.0004781
32)     0.0008554                      0.000518
33)     0.0009304                      0.0005171
34)     0.0009117                      0.0005387
35)     0.0008193                      0.0005517
36)     0.0008056                      0.0005464
37)     0.0008744                      0.0004762
38)     0.0008724                      0.0004759
39)     0.0008971                      0.0004797
40)     0.0008372                      0.0005172
41)     0.0008846                      0.0005105
42)     0.000826                      0.0005089
43)     0.0008628                      0.0005341
44)     0.0007551                      0.0005275
45)     0.000821                      0.0005305
46)     0.0008937                      0.000471
47)     0.0008527                      0.0004595
48)     0.0010312                      0.0004755
49)     0.0010181                      0.0005307
50)     0.0008431                      0.000509

Test: 3

Insert: 
     Ñartesian                                  AVL
1)     0.0008667                      0.0005384
2)     0.0008745                      0.0004774
3)     0.000883                      0.0004736
4)     0.0008813                      0.0004713
5)     0.0008539                      0.0004774
6)     0.0011151                      0.0004785

Test: 0

Insert: 
     Ñartesian                                  AVL
1)     0.000856                      0.0004716
2)     0.000795                      0.0005265
3)     0.0008573                      0.0004434
4)     0.000796                      0.0004775
5)     0.0009943                      0.000514
6)     0.0008022                      0.0004447
7)     0.0007913                      0.0004966
8)     0.0009147                      0.0004343
9)     0.0007867                      0.0004941
10)     0.0009335                      0.0004425
11)     0.0008495                      0.0005197
12)     0.0008616                      0.0004397
13)     0.0008786                      0.0004856
14)     0.0009156                      0.0004445
15)     0.0008691                      0.0004853
16)     0.0009593                      0.0004487
17)     0.0008647                      0.0004782
18)     0.0009149                      0.000434
19)     0.0009747                      0.000475
20)     0.0010339                      0.0004952
21)     0.0009301                      0.0004422
22)     0.0013351                      0.0005132
23)     0.0008275                      0.0004461
24)     0.0008063                      0.0005049
25)     0.0008083                      0.0004448
26)     0.0008968                      0.0005053
27)     0.0009997                      0.0004508
28)     0.0008536                      0.0004981
29)     0.0008689                      0.0004377
30)     0.0010606                      0.0004847
31)     0.0011147                      0.0004469
32)     0.000894                      0.0004886
33)     0.0008344                      0.0004827
34)     0.0008355                      0.0004509
35)     0.0010077                      0.0005052
36)     0.0008464                      0.0004414
37)     0.0008397                      0.0004987
38)     0.0009956                      0.0004476
39)     0.0008599                      0.0004934
40)     0.0008861                      0.000454
41)     0.0010309                      0.0004751
42)     0.0008543                      0.0004448
43)     0.001198                      0.0004992
44)     0.0008694                      0.0004361
45)     0.0008136                      0.0004867
46)     0.0008299                      0.0004986
47)     0.0015541                      0.0004891
48)     0.0008361                      0.0005052
49)     0.001247                      0.0004497
50)     0.0007766                      0.0004931

Test: 1

Insert: 
     Ñartesian                                  AVL
1)     0.0008197                      0.0005198
2)     0.0008574                      0.0004563
3)     0.0007931                      0.000508
4)     0.0009674                      0.0005012
5)     0.0009166                      0.0004564
6)     0.000964                      0.0005058
7)     0.0008692                      0.0005237
8)     0.0010612                      0.0004969
9)     0.0008338                      0.0004653
10)     0.0008083                      0.0005164
11)     0.0008421                      0.000541
12)     0.0008762                      0.0004626
13)     0.000815                      0.000504
14)     0.0008845                      0.0005546
15)     0.0008795                      0.0004586
16)     0.0008565                      0.0005233
17)     0.0010259                      0.0004872
18)     0.0007845                      0.0004654
19)     0.0008682                      0.0004577
20)     0.0007667                      0.0005276
21)     0.0008807                      0.0004818
22)     0.0008575                      0.000456
23)     0.0008303                      0.0005103
24)     0.0009028                      0.000488
25)     0.0008296                      0.0004534
26)     0.0008034                      0.0005159
27)     0.0016671                      0.0004907
28)     0.0008479                      0.0004568
29)     0.0009084                      0.0004491
30)     0.0013229                      0.0004984
31)     0.0009415                      0.0004965
32)     0.0008753                      0.0004547
33)     0.0011513                      0.0007271
34)     0.0008557                      0.0004941
35)     0.0008306                      0.0004524
36)     0.0007842                      0.0004998
37)     0.0008853                      0.0004902
38)     0.0008832                      0.0004541
39)     0.0011087                      0.000506
40)     0.0007774                      0.0005013
41)     0.0014663                      0.000454
42)     0.000871                      0.0004519
43)     0.0008044                      0.0005186
44)     0.0008069                      0.0004894
45)     0.0011594                      0.0007446
46)     0.0007828                      0.0005194
47)     0.0010838                      0.0005248
48)     0.001018                      0.0004617
49)     0.0007761                      0.0004966
50)     0.000794                      0.0005007

Test: 2

Insert: 
     Ñartesian                                  AVL
1)     0.0008491                      0.0005332
2)     0.0012918                      0.0005111
3)     0.0007878                      0.0004748
4)     0.000855                      0.0004719
5)     0.000781                      0.0004644
6)     0.0008286                      0.0004652
7)     0.0008571                      0.0005011
8)     0.0016728                      0.0005176
9)     0.000844                      0.0005026
10)     0.0007672                      0.0005223
11)     0.0008365                      0.0005146
12)     0.0008207                      0.0004668
13)     0.0008742                      0.0004636
14)     0.0008647                      0.0004606
15)     0.0010004                      0.0004633
16)     0.0008641                      0.0005026
17)     0.0008711                      0.0005011
18)     0.000849                      0.0005036
19)     0.0007695                      0.0005187
20)     0.0008499                      0.0005081
21)     0.0008688                      0.0004684
22)     0.0008453                      0.0004669
23)     0.0009731                      0.0004619
24)     0.0008622                      0.0005037
25)     0.0008506                      0.000504
26)     0.0008329                      0.0004989
27)     0.000843                      0.0005004
28)     0.0008035                      0.0005115
29)     0.0008565                      0.0005184
30)     0.0008321                      0.0004647
31)     0.0015979                      0.0004644
32)     0.0008482                      0.0004669
33)     0.0008298                      0.0004971
34)     0.0009494                      0.0005518
35)     0.0010485                      0.0005349
36)     0.0009435                      0.000505
37)     0.0008314                      0.0005256
38)     0.0008062                      0.0005151
39)     0.0008219                      0.0004609
40)     0.0008999                      0.0005018
41)     0.0008343                      0.0004576
42)     0.000838                      0.0005167
43)     0.0008235                      0.0005398
44)     0.0008385                      0.0005247
45)     0.0008219                      0.0005476
46)     0.0007786                      0.0005199
47)     0.000856                      0.0004701
48)     0.0011718                      0.0004542
49)     0.000829                      0.0004615
50)     0.0008931                      0.0005077

Test: 3

Insert: 
     Ñartesian                                  AVL
1)     0.0008415                      0.0004693
2)     0.0010012                      0.0004786
3)     0.0008983                      0.0004662
4)     0.001031                      0.0004708
5)     0.0008942                      0.0005165
6)     0.0010385                      0.0005364
7)     0.0008631                      0.0005358
8)     0.0008295                      0.0005043
9)     0.001124                      0.0005153
10)     0.0007949                      0.0005074
11)     0.0009053                      0.0005221
12)     0.0008144                      0.0004791
13)     0.0008288                      0.0004696
14)     0.0008784                      0.0004618
15)     0.0008508                      0.0005233
16)     0.0008515                      0.0005229
17)     0.0008066                      0.0005373
18)     0.0008665                      0.0005053
19)     0.000937                      0.0005088
20)     0.0008229                      0.0005443
21)     0.0008503                      0.0005017
22)     0.0008258                      0.0004726
23)     0.0008483                      0.000476
24)     0.0008118                      0.0004685
25)     0.000769                      0.0005177
26)     0.0008437                      0.0005285
27)     0.000885                      0.0005267
28)     0.0009343                      0.0005128
29)     0.0008613                      0.0005107
30)     0.0008716                      0.0005109
31)     0.0008862                      0.0004712
32)     0.000886                      0.0004721
33)     0.0008621                      0.0004733
34)     0.0008294                      0.0004702
35)     0.0008825                      0.0005279
36)     0.0010682                      0.0005314
37)     0.0007869                      0.0005196
38)     0.0008141                      0.0005057
39)     0.0009157                      0.0005031
40)     0.000809                      0.0005103
41)     0.0008581                      0.0005089
42)     0.0008247                      0.00052
43)     0.0008432                      0.0004705
44)     0.0008635                      0.0004693
45)     0.0008035                      0.0005412
46)     0.0008229                      0.0005407
47)     0.0007841                      0.0005588
48)     0.0007839                      0.0005325
49)     0.000831                      0.0005055
50)     0.0009327                      0.0005077

Test: 4

Insert: 
     Ñartesian                                  AVL
1)     0.0007749                      0.0005299
2)     0.0009365                      0.0005214
3)     0.0009219                      0.0008279
4)     0.0008567                      0.0004993
5)     0.0009325                      0.0005281
6)     0.000801                      0.0004747
7)     0.0008489                      0.0005282
8)     0.0008372                      0.0005327
9)     0.0008123                      0.0005127
10)     0.0008243                      0.0005299
11)     0.0008668                      0.0004822
12)     0.0008196                      0.0005176
13)     0.0009383                      0.0004741
14)     0.0008749                      0.0005061
15)     0.0008565                      0.000484
16)     0.0008995                      0.0005254
17)     0.0008089                      0.0005501
18)     0.0008774                      0.0005079
19)     0.0008169                      0.0005314
20)     0.0008717                      0.00052
21)     0.0008298                      0.0005378
22)     0.0008771                      0.0004698
23)     0.0008369                      0.0005229
24)     0.0008435                      0.0004813
25)     0.0008372                      0.0005061
26)     0.0008924                      0.0004787
27)     0.0009633                      0.0005128
28)     0.000803                      0.0005372
29)     0.0007955                      0.0005118
30)     0.0007914                      0.0005316
31)     0.0008219                      0.0004738
32)     0.0008022                      0.0005093
33)     0.0008958                      0.0004812
34)     0.0008793                      0.0005177
35)     0.0007847                      0.0005282
36)     0.0008771                      0.0005141
37)     0.0007903                      0.0005478
38)     0.000889                      0.0004808
39)     0.0008306                      0.0005431
40)     0.0008901                      0.0004821
41)     0.0008417                      0.0005185
42)     0.0009332                      0.0004844
43)     0.0011857                      0.00052
44)     0.0008034                      0.0005318
45)     0.0007689                      0.0005141
46)     0.0007524                      0.0005888
47)     0.00082                      0.0004805
48)     0.0009197                      0.0005106
49)     0.0008739                      0.0004767
50)     0.0008789                      0.0005445

Test: 5

Insert: 
     Ñartesian                                  AVL
1)     0.0012331                      0.0004795
2)     0.0008472                      0.0005206
3)     0.0007413                      0.0005446
4)     0.0007953                      0.0005142
5)     0.00088                      0.0004802
6)     0.0009087                      0.0005314
7)     0.0008652                      0.0004788
8)     0.0008731                      0.0005238
9)     0.0008477                      0.0005365
10)     0.0008707                      0.0005121
11)     0.000828                      0.0005412
12)     0.0008068                      0.0005132
13)     0.0008415                      0.0005378
14)     0.0012086                      0.0005145
15)     0.0007562                      0.0005415
16)     0.000874                      0.0005164
17)     0.0007476                      0.000576
18)     0.0008509                      0.0005288
19)     0.000792                      0.0005354
20)     0.000834                      0.0005162
21)     0.0008256                      0.0005411
22)     0.0008266                      0.0004837
23)     0.0008559                      0.0005494
24)     0.0008804                      0.0004846
25)     0.0008182                      0.0005409
26)     0.00092                      0.0004775
27)     0.0008826                      0.0005209
28)     0.0008091                      0.0004811
29)     0.000891                      0.0005531
30)     0.0008928                      0.0004821
31)     0.0008635                      0.0005246
32)     0.0007877                      0.0005404
33)     0.0008165                      0.0005292
34)     0.0008095                      0.0005357
35)     0.0008535                      0.0005078
36)     0.0009081                      0.0005834
37)     0.0008383                      0.0005124
38)     0.0008287                      0.0005416
39)     0.000813                      0.0005169
40)     0.0007752                      0.0005389
41)     0.0008423                      0.0005185
42)     0.0007688                      0.0005367
43)     0.0008589                      0.0005147
44)     0.0007787                      0.0005429
45)     0.0008335                      0.0005251
46)     0.000832                      0.0005344
47)     0.0008115                      0.0004781
48)     0.0007554                      0.0005448
49)     0.0008622                      0.0005223
50)     0.0008303                      0.0005479

Test: 6

Insert: 
     Ñartesian                                  AVL
1)     0.0007727                      0.0005371
2)     0.0007998                      0.0004774
3)     0.0007987                      0.0005161
4)     0.0008005                      0.0005556
5)     0.0007841                      0.0005382
6)     0.0008279                      0.000488
7)     0.0008273                      0.0005242
8)     0.0009852                      0.0005115
9)     0.0007451                      0.0005485
10)     0.000884                      0.0004769
11)     0.00087                      0.0005141
12)     0.0008003                      0.0005713
13)     0.000812                      0.0005419
14)     0.0008229                      0.0004817
15)     0.0009042                      0.0005268
16)     0.0008064                      0.0005564
17)     0.0008997                      0.0004826
18)     0.0008533                      0.0004808
19)     0.0009243                      0.0005193
20)     0.0007788                      0.0005404
21)     0.001127                      0.0006778
22)     0.0008285                      0.0004806
23)     0.0008459                      0.0005376
24)     0.0007759                      0.00052
25)     0.0008352                      0.0005468
26)     0.0008688                      0.0004738
27)     0.0007922                      0.0004781
28)     0.0008863                      0.0005796
29)     0.0012838                      0.0005139
30)     0.0009411                      0.0005445
31)     0.0008797                      0.000476
32)     0.0008189                      0.0005146
33)     0.0009146                      0.0005068
34)     0.0008123                      0.0005389
35)     0.000774                      0.0005453
36)     0.0009313                      0.0004803
37)     0.0008977                      0.0005307
38)     0.0008012                      0.0005199
39)     0.0007971                      0.0005375
40)     0.0009912                      0.0005413
41)     0.0008749                      0.0004798
42)     0.0008194                      0.0005182
43)     0.000798                      0.0005638
44)     0.0009292                      0.0005365
45)     0.000845                      0.0004764
46)     0.0007851                      0.0005345
47)     0.0008432                      0.0005308
48)     0.0008493                      0.0005362
49)     0.0008225                      0.0004891
50)     0.0011626                      0.0005237

Test: 7

Insert: 
     Ñartesian                                  AVL
1)     0.0008345                      0.0004821
2)     0.0008405                      0.000519
3)     0.0008677                      0.0005121
4)     0.0008389                      0.0005489
5)     0.0008092                      0.0005265
6)     0.0009414                      0.0004802
7)     0.0007705                      0.0005393
8)     0.0008238                      0.0005338
9)     0.0007966                      0.0005743
10)     0.0011401                      0.0005215
11)     0.0008218                      0.0004784
12)     0.0009002                      0.0005574
13)     0.0009138                      0.000519
14)     0.0009088                      0.0004846
15)     0.0008356                      0.0005304
16)     0.0009012                      0.0004705
17)     0.0008025                      0.000563
18)     0.0008502                      0.000518
19)     0.0008628                      0.0004856
20)     0.0008491                      0.0005818
21)     0.0009024                      0.0005298
22)     0.0009253                      0.0005383
23)     0.0008323                      0.0005188
24)     0.0008528                      0.0004952
25)     0.0007457                      0.0005751
26)     0.0010042                      0.0005132
27)     0.0010143                      0.0004602
28)     0.0008463                      0.000524
29)     0.0008937                      0.0004623
30)     0.0008256                      0.0005524
31)     0.0008099                      0.0005264
32)     0.0009312                      0.0004823
33)     0.0008045                      0.0005219
34)     0.0008727                      0.0004753
35)     0.0007799                      0.0005508
36)     0.0008198                      0.0005258
37)     0.0008641                      0.0005107
38)     0.0009268                      0.0012381
39)     0.0008479                      0.0005183
40)     0.0008824                      0.0004788
41)     0.0008848                      0.00052
42)     0.00086                      0.0004759
43)     0.0012387                      0.0005252
44)     0.0008143                      0.0005111
45)     0.0008917                      0.0004729
46)     0.0007969                      0.000539
47)     0.0008081                      0.0005226
48)     0.0008723                      0.0004812
49)     0.0008193                      0.0005389
50)     0.0008079                      0.000495
