
Test: 0

 Remove : 
     Ñartesian                   AVL 
17)      7.7e-05              7.6e-06
18)      7.71e-05              7.9e-06
19)      7.72e-05              7.7e-06
20)      7.74e-05              7.8e-06
21)      7.73e-05              7.7e-06
22)      7.73e-05              7.6e-06
23)      7.66e-05              7.6e-06
24)      7.85e-05              7.5e-06
25)      7.93e-05              1.09e-05
26)      7.66e-05              7.6e-06
27)      7.73e-05              7.6e-06
28)      7.96e-05              7.6e-06
29)      7.93e-05              7.6e-06
30)      7.92e-05              7.6e-06
31)      7.71e-05              8.4e-06
32)      7.72e-05              7.8e-06
33)      0.0001137              7.9e-06
34)      8.14e-05              7.6e-06
35)      7.74e-05              7.7e-06
36)      7.81e-05              7.6e-06
37)      7.71e-05              7.7e-06
38)      0.0001732              1.68e-05
39)      7.86e-05              7.5e-06
40)      7.76e-05              7.6e-06
41)      7.72e-05              7.5e-06
42)      7.66e-05              7.7e-06
43)      7.73e-05              7.6e-06
44)      7.71e-05              7.6e-06
45)      7.76e-05              8e-06
46)      7.79e-05              7.5e-06
47)      7.68e-05              7.5e-06
48)      7.67e-05              7.7e-06
49)      7.86e-05              8e-06

Test: 0

 Remove : 
     Ñartesian                   AVL 
1)      7.68e-05              7.7e-06
2)      7.58e-05              7.5e-06
3)      7.72e-05              7.8e-06
4)      7.68e-05              7.7e-06
5)      7.67e-05              7.9e-06
6)      7.83e-05              8e-06
7)      0.0001149              1.47e-05
8)      7.63e-05              7.6e-06
9)      7.64e-05              7.6e-06
10)      7.62e-05              7.7e-06
11)      7.68e-05              8.4e-06
12)      7.7e-05              8.2e-06
13)      8.12e-05              7.8e-06
14)      7.67e-05              7.9e-06
15)      7.74e-05              7.6e-06
16)      8.05e-05              7.7e-06
17)      7.89e-05              7.7e-06
18)      7.96e-05              8.8e-06
19)      8.09e-05              7.9e-06
20)      8.25e-05              7.7e-06
21)      8.21e-05              8e-06
22)      8.29e-05              7.7e-06
23)      7.72e-05              7.8e-06
24)      7.79e-05              8.3e-06
25)      7.95e-05              7.8e-06
26)      7.8e-05              8e-06
27)      8.75e-05              7.9e-06
28)      7.81e-05              7.9e-06
29)      8.02e-05              7.7e-06
30)      8.13e-05              9.9e-06
31)      7.9e-05              7.6e-06
32)      7.87e-05              7.8e-06
33)      7.74e-05              7.8e-06
34)      7.88e-05              7.8e-06
35)      7.89e-05              7.9e-06
36)      7.82e-05              7.7e-06
37)      7.86e-05              7.7e-06
38)      0.000102              1.19e-05
39)      7.68e-05              7.9e-06
40)      7.94e-05              8.2e-06
41)      7.76e-05              7.6e-06
42)      7.87e-05              7.8e-06
43)      7.84e-05              7.7e-06
44)      7.98e-05              7.8e-06
45)      7.93e-05              7.8e-06
46)      7.84e-05              7.7e-06
47)      8.02e-05              7.8e-06
48)      7.99e-05              7.8e-06
49)      7.99e-05              8e-06
50)      0.0001064              1.2e-05

Test: 1

 Remove : 
     Ñartesian                   AVL 
1)      7.95e-05              7.7e-06
2)      7.84e-05              7.8e-06
3)      7.87e-05              7.7e-06
4)      7.79e-05              7.7e-06
5)      7.84e-05              7.9e-06
6)      8.14e-05              8.5e-06
7)      8.23e-05              7.7e-06
8)      7.77e-05              7.7e-06
9)      7.91e-05              7.7e-06
10)      7.95e-05              7.7e-06
11)      7.75e-05              1.08e-05
12)      7.79e-05              1.05e-05
13)      8.13e-05              7.7e-06
14)      0.0001067              1.1e-05
15)      7.88e-05              7.8e-06
16)      0.0001056              1.19e-05
17)      7.73e-05              8.2e-06
18)      7.96e-05              7.8e-06
19)      7.85e-05              7.7e-06
20)      7.88e-05              7.9e-06
21)      7.9e-05              7.8e-06
22)      7.82e-05              7.7e-06
23)      7.71e-05              7.7e-06
24)      7.78e-05              7.7e-06
25)      0.0001019              1.06e-05
26)      7.93e-05              7.6e-06
27)      8.35e-05              1.19e-05
28)      8.02e-05              7.7e-06
29)      7.72e-05              7.9e-06
30)      8.08e-05              7.8e-06
31)      0.0001019              1.09e-05
32)      7.84e-05              8e-06
33)      7.73e-05              9e-06
34)      7.76e-05              7.7e-06
35)      0.0001077              1.23e-05
36)      8.03e-05              9.7e-06
37)      7.8e-05              8e-06
38)      8.47e-05              8e-06
39)      7.98e-05              7.8e-06
40)      7.88e-05              7.7e-06
41)      7.87e-05              7.7e-06
42)      8.75e-05              7.8e-06
43)      7.82e-05              7.6e-06
44)      7.85e-05              7.7e-06
45)      7.66e-05              7.7e-06
46)      7.82e-05              8e-06
47)      7.97e-05              7.7e-06
48)      7.69e-05              7.8e-06
49)      7.83e-05              7.8e-06
50)      7.84e-05              7.8e-06

Test: 2

 Remove : 
     Ñartesian                   AVL 
1)      7.84e-05              7.7e-06
2)      7.84e-05              7.8e-06
3)      8.01e-05              7.9e-06
4)      8.86e-05              8.3e-06
5)      7.72e-05              7.8e-06
6)      7.93e-05              7.8e-06
7)      8.19e-05              8e-06
8)      7.9e-05              8.4e-06
9)      7.7e-05              7.8e-06
10)      7.84e-05              8e-06
11)      7.75e-05              8e-06
12)      7.92e-05              8.1e-06
13)      0.0001034              1.13e-05
14)      8.32e-05              7.9e-06
15)      0.0001258              1.21e-05
16)      7.73e-05              7.7e-06
17)      8.05e-05              7.7e-06
18)      8.35e-05              8e-06
19)      7.79e-05              7.7e-06
20)      7.89e-05              7.9e-06
21)      7.99e-05              7.9e-06
22)      7.71e-05              7.7e-06
23)      7.81e-05              7.8e-06
24)      9.55e-05              1.06e-05
25)      7.73e-05              7.7e-06
26)      7.91e-05              7.8e-06
27)      8.22e-05              7.9e-06
28)      7.71e-05              7.8e-06
29)      7.83e-05              7.7e-06
30)      7.75e-05              7.7e-06
31)      7.85e-05              7.8e-06
32)      8.05e-05              7.7e-06
33)      7.68e-05              7.7e-06
34)      7.82e-05              8e-06
35)      7.72e-05              7.8e-06
36)      8.86e-05              1.01e-05
37)      7.89e-05              7.9e-06
38)      7.7e-05              7.9e-06
39)      7.83e-05              7.8e-06
40)      8.1e-05              7.7e-06
41)      7.65e-05              7.9e-06
42)      7.64e-05              7.8e-06
43)      8e-05              8.3e-06
44)      8.11e-05              7.8e-06
45)      7.99e-05              8e-06
46)      0.0001018              1.21e-05
47)      7.92e-05              7.8e-06
48)      7.74e-05              7.7e-06
49)      7.8e-05              7.7e-06
50)      8.03e-05              7.7e-06

Test: 3

 Remove : 
     Ñartesian                   AVL 
1)      7.64e-05              8.4e-06
2)      8.04e-05              7.7e-06
3)      7.72e-05              7.9e-06
4)      8.06e-05              7.7e-06
5)      7.9e-05              7.6e-06
6)      7.8e-05              7.7e-06

Test: 0

 Remove : 
     Ñartesian                   AVL 
1)      7.66e-05              7.6e-06
2)      7.83e-05              7.9e-06
3)      7.69e-05              7.6e-06
4)      8.2e-05              8.1e-06
5)      7.73e-05              7.6e-06
6)      7.64e-05              7.9e-06
7)      7.71e-05              8.4e-06
8)      7.74e-05              7.6e-06
9)      8.14e-05              7.5e-06
10)      7.73e-05              7.6e-06
11)      8.57e-05              1.04e-05
12)      7.82e-05              8e-06
13)      0.000125              2.33e-05
14)      8.4e-05              7.8e-06
15)      8.25e-05              7.7e-06
16)      7.89e-05              7.6e-06
17)      8.27e-05              1.07e-05
18)      7.75e-05              7.8e-06
19)      0.0001747              1.73e-05
20)      7.82e-05              7.9e-06
21)      7.84e-05              7.8e-06
22)      7.82e-05              7.7e-06
23)      7.78e-05              7.7e-06
24)      8.66e-05              8.1e-06
25)      7.78e-05              7.7e-06
26)      7.89e-05              7.8e-06
27)      7.79e-05              8e-06
28)      7.8e-05              7.7e-06
29)      7.93e-05              7.7e-06
30)      7.85e-05              7.9e-06
31)      8.09e-05              8e-06
32)      7.9e-05              8.3e-06
33)      0.000176              2.11e-05
34)      7.77e-05              7.8e-06
35)      7.71e-05              8.5e-06
36)      7.88e-05              7.9e-06
37)      7.79e-05              7.6e-06
38)      7.77e-05              7.8e-06
39)      7.88e-05              8.1e-06
40)      8.12e-05              8.8e-06
41)      7.88e-05              7.6e-06
42)      7.83e-05              7.8e-06
43)      7.89e-05              7.8e-06
44)      7.78e-05              7.7e-06
45)      7.96e-05              7.7e-06
46)      7.88e-05              7.7e-06
47)      7.93e-05              7.7e-06
48)      0.0001745              1.71e-05
49)      7.96e-05              7.7e-06
50)      7.87e-05              7.8e-06

Test: 1

 Remove : 
     Ñartesian                   AVL 
1)      7.9e-05              7.8e-06
2)      8.01e-05              7.8e-06
3)      7.84e-05              7.8e-06
4)      7.82e-05              8.1e-06
5)      7.78e-05              7.6e-06
6)      8.06e-05              7.9e-06
7)      7.82e-05              7.7e-06
8)      8.11e-05              8.3e-06
9)      7.91e-05              7.8e-06
10)      7.8e-05              1.52e-05
11)      7.89e-05              7.7e-06
12)      7.96e-05              7.8e-06
13)      7.78e-05              7.7e-06
14)      7.84e-05              7.7e-06
15)      8.09e-05              7.6e-06
16)      7.85e-05              7.6e-06
17)      7.8e-05              7.7e-06
18)      7.85e-05              7.6e-06
19)      7.84e-05              7.6e-06
20)      7.97e-05              7.9e-06
21)      0.0001085              1.13e-05
22)      7.85e-05              7.8e-06
23)      7.7e-05              7.6e-06
24)      7.88e-05              7.9e-06
25)      7.66e-05              7.5e-06
26)      8.53e-05              7.6e-06
27)      7.69e-05              7.7e-06
28)      7.79e-05              7.6e-06
29)      8.07e-05              7.6e-06
30)      7.71e-05              7.6e-06
31)      7.7e-05              7.6e-06
32)      7.9e-05              7.8e-06
33)      7.66e-05              7.5e-06
34)      7.72e-05              7.7e-06
35)      7.82e-05              7.7e-06
36)      8.38e-05              7.7e-06
37)      7.73e-05              7.6e-06
38)      7.7e-05              7.6e-06
39)      8.04e-05              7.8e-06
40)      7.76e-05              7.5e-06
41)      7.79e-05              7.8e-06
42)      7.74e-05              7.6e-06
43)      7.85e-05              7.8e-06
44)      7.69e-05              7.6e-06
45)      7.72e-05              7.6e-06
46)      7.82e-05              7.8e-06
47)      7.88e-05              7.9e-06
48)      7.95e-05              7.6e-06
49)      7.76e-05              7.6e-06
50)      8.08e-05              7.7e-06

Test: 2

 Remove : 
     Ñartesian                   AVL 
1)      7.7e-05              7.6e-06
2)      7.83e-05              7.6e-06
3)      7.8e-05              7.5e-06
4)      0.0001449              9e-06
5)      0.0001829              1.68e-05
6)      7.82e-05              7.8e-06
7)      0.0001465              8.2e-06
8)      7.96e-05              7.6e-06
9)      7.68e-05              7.6e-06
10)      7.81e-05              7.8e-06
11)      7.77e-05              7.7e-06
12)      8.03e-05              8.6e-06
13)      7.96e-05              8.6e-06
14)      7.68e-05              7.7e-06
15)      9.36e-05              7.7e-06
16)      7.65e-05              7.7e-06
17)      7.75e-05              7.6e-06
18)      0.0001553              7.8e-06
19)      7.75e-05              8.1e-06
20)      7.69e-05              7.6e-06
21)      7.8e-05              8.2e-06
22)      7.63e-05              7.6e-06
23)      7.7e-05              7.6e-06
24)      7.68e-05              7.7e-06
25)      7.68e-05              7.9e-06
26)      7.71e-05              7.6e-06
27)      7.69e-05              7.7e-06
28)      7.65e-05              7.6e-06
29)      7.64e-05              7.6e-06
30)      7.67e-05              7.6e-06
31)      7.7e-05              8e-06
32)      7.73e-05              7.6e-06
33)      8.01e-05              7.6e-06
34)      7.75e-05              1.04e-05
35)      7.75e-05              7.7e-06
36)      7.7e-05              7.5e-06
37)      8.04e-05              8e-06
38)      7.75e-05              7.6e-06
39)      7.67e-05              7.6e-06
40)      0.0001058              1.11e-05
41)      0.0001053              1.12e-05
42)      0.0001051              1.11e-05
43)      7.87e-05              7.7e-06
44)      7.78e-05              7.8e-06
45)      7.7e-05              7.9e-06
46)      0.0001772              1.82e-05
47)      7.73e-05              8e-06
48)      7.81e-05              7.6e-06
49)      7.96e-05              7.7e-06
50)      0.0001777              1.68e-05

Test: 3

 Remove : 
     Ñartesian                   AVL 
1)      7.79e-05              7.7e-06
2)      7.72e-05              7.9e-06
3)      7.71e-05              7.5e-06
4)      8.25e-05              7.6e-06
5)      0.0001731              1.67e-05
6)      7.9e-05              7.6e-06
7)      7.64e-05              7.6e-06
8)      7.8e-05              8.4e-06
9)      7.81e-05              7.7e-06
10)      8.08e-05              7.6e-06
11)      7.67e-05              7.5e-06
12)      7.83e-05              7.6e-06
13)      7.83e-05              7.7e-06
14)      8.04e-05              8.3e-06
15)      7.77e-05              7.6e-06
16)      7.76e-05              7.6e-06
17)      7.91e-05              8.3e-06
18)      7.78e-05              7.8e-06
19)      7.73e-05              7.6e-06
20)      7.86e-05              8.9e-06
21)      0.0001727              1.7e-05
22)      0.0001733              1.7e-05
23)      7.73e-05              7.6e-06
24)      7.76e-05              8e-06
25)      7.8e-05              7.6e-06
26)      7.84e-05              7.6e-06
27)      7.74e-05              7.6e-06
28)      8.18e-05              7.6e-06
29)      0.0001712              1.71e-05
30)      7.7e-05              7.5e-06
31)      7.71e-05              8e-06
32)      7.76e-05              7.6e-06
33)      8.13e-05              7.6e-06
34)      8.53e-05              8.1e-06
35)      7.68e-05              7.5e-06
36)      7.85e-05              7.9e-06
37)      7.66e-05              7.5e-06
38)      7.67e-05              8.3e-06
39)      7.76e-05              7.6e-06
40)      7.69e-05              7.6e-06
41)      7.76e-05              8.5e-06
42)      7.72e-05              7.8e-06
43)      7.68e-05              7.7e-06
44)      7.86e-05              7.8e-06
45)      7.83e-05              8.5e-06
46)      7.76e-05              7.7e-06
47)      7.7e-05              8e-06
48)      7.66e-05              7.6e-06
49)      7.89e-05              7.7e-06
50)      7.75e-05              7.5e-06

Test: 4

 Remove : 
     Ñartesian                   AVL 
1)      7.67e-05              7.6e-06
2)      7.67e-05              7.5e-06
3)      7.71e-05              7.6e-06
4)      9.57e-05              1.38e-05
5)      7.72e-05              7.5e-06
6)      0.0001753              1.8e-05
7)      7.72e-05              7.6e-06
8)      7.71e-05              7.8e-06
9)      7.77e-05              7.6e-06
10)      0.000155              1.07e-05
11)      7.73e-05              7.6e-06
12)      7.71e-05              7.5e-06
13)      7.68e-05              7.6e-06
14)      7.71e-05              8e-06
15)      7.73e-05              7.6e-06
16)      7.64e-05              7.6e-06
17)      7.7e-05              7.6e-06
18)      7.66e-05              8.2e-06
19)      8e-05              7.6e-06
20)      0.0001743              1.68e-05
21)      7.83e-05              8e-06
22)      7.77e-05              7.7e-06
23)      0.0001757              1.68e-05
24)      8.11e-05              7.8e-06
25)      7.67e-05              7.5e-06
26)      7.81e-05              7.7e-06
27)      7.84e-05              7.7e-06
28)      7.74e-05              7.6e-06
29)      7.75e-05              7.6e-06
30)      7.73e-05              7.7e-06
31)      7.67e-05              8e-06
32)      7.72e-05              7.8e-06
33)      8.31e-05              7.7e-06
34)      7.77e-05              7.5e-06
35)      7.73e-05              7.6e-06
36)      0.0001721              1.69e-05
37)      7.68e-05              8e-06
38)      7.78e-05              7.6e-06
39)      7.79e-05              7.6e-06
40)      7.79e-05              7.6e-06
41)      7.71e-05              7.6e-06
42)      7.74e-05              7.7e-06
43)      0.0001734              1.7e-05
44)      7.74e-05              7.7e-06
45)      7.78e-05              7.6e-06
46)      7.72e-05              7.6e-06
47)      0.0001208              1.67e-05
48)      7.68e-05              7.6e-06
49)      7.69e-05              7.7e-06
50)      7.65e-05              7.5e-06

Test: 5

 Remove : 
     Ñartesian                   AVL 
1)      7.74e-05              9.3e-06
2)      7.74e-05              7.6e-06
3)      7.78e-05              7.6e-06
4)      7.9e-05              7.7e-06
5)      0.0001733              1.72e-05
6)      7.82e-05              7.7e-06
7)      8.12e-05              7.8e-06
8)      7.78e-05              7.6e-06
9)      7.73e-05              7.6e-06
10)      7.7e-05              7.7e-06
11)      8.53e-05              9.8e-06
12)      7.66e-05              7.7e-06
13)      7.7e-05              7.6e-06
14)      7.69e-05              7.7e-06
15)      7.68e-05              7.6e-06
16)      7.68e-05              7.8e-06
17)      7.65e-05              7.6e-06
18)      7.85e-05              8e-06
19)      7.72e-05              7.7e-06
20)      8.08e-05              7.6e-06
21)      7.99e-05              8.1e-06
22)      0.0003395              9.3e-06
23)      7.66e-05              7.6e-06
24)      7.87e-05              7.5e-06
25)      7.65e-05              7.6e-06
26)      8.04e-05              7.5e-06
27)      8.04e-05              7.6e-06
28)      8.04e-05              7.9e-06
29)      7.77e-05              7.9e-06
30)      7.76e-05              7.8e-06
31)      0.0001001              9.7e-06
32)      7.75e-05              7.8e-06
33)      8.39e-05              7.7e-06
34)      7.67e-05              7.6e-06
35)      7.66e-05              8.2e-06
36)      7.69e-05              7.6e-06
37)      7.75e-05              7.8e-06
38)      7.72e-05              7.6e-06
39)      7.76e-05              7.6e-06
40)      7.67e-05              7.6e-06
41)      7.84e-05              7.7e-06
42)      7.77e-05              7.6e-06
43)      7.66e-05              7.6e-06
44)      7.78e-05              7.5e-06
45)      7.69e-05              8e-06
46)      0.0001722              1.68e-05
47)      7.74e-05              7.6e-06
48)      7.65e-05              7.6e-06
49)      7.79e-05              7.6e-06
50)      8.05e-05              7.7e-06

Test: 6

 Remove : 
     Ñartesian                   AVL 
1)      7.71e-05              7.6e-06
2)      7.73e-05              7.7e-06
3)      7.85e-05              7.6e-06
4)      7.71e-05              7.6e-06
5)      7.66e-05              7.6e-06
6)      7.65e-05              8.8e-06
7)      7.74e-05              7.7e-06
8)      7.87e-05              7.5e-06
9)      7.74e-05              7.6e-06
10)      7.75e-05              7.5e-06
11)      7.99e-05              7.7e-06
12)      7.86e-05              8e-06
13)      7.92e-05              8.4e-06
14)      7.71e-05              7.7e-06
15)      7.69e-05              7.6e-06
16)      7.98e-05              7.6e-06
17)      7.71e-05              7.6e-06
18)      7.72e-05              7.5e-06
19)      7.9e-05              7.5e-06
20)      7.72e-05              7.6e-06
21)      7.7e-05              7.5e-06
22)      7.73e-05              7.8e-06
23)      7.68e-05              7.5e-06
24)      7.76e-05              7.7e-06
25)      7.77e-05              7.8e-06
26)      7.92e-05              7.7e-06
27)      7.81e-05              8e-06
28)      7.76e-05              7.5e-06
29)      0.0001749              1.68e-05
30)      7.76e-05              8.8e-06
31)      0.0001734              1.68e-05
32)      7.76e-05              7.5e-06
33)      7.85e-05              7.8e-06
34)      7.7e-05              8e-06
35)      7.72e-05              7.9e-06
36)      7.66e-05              7.5e-06
37)      7.74e-05              7.9e-06
38)      7.77e-05              7.7e-06
39)      7.85e-05              7.6e-06
40)      7.72e-05              7.8e-06
41)      7.77e-05              7.6e-06
42)      7.78e-05              8.3e-06
43)      8.05e-05              7.6e-06
44)      7.7e-05              7.5e-06
45)      7.78e-05              7.7e-06
46)      7.74e-05              7.6e-06
47)      7.64e-05              7.8e-06
48)      7.78e-05              7.7e-06
49)      7.64e-05              7.6e-06
50)      7.73e-05              7.8e-06

Test: 7

 Remove : 
     Ñartesian                   AVL 
1)      7.95e-05              1.03e-05
2)      7.64e-05              7.5e-06
3)      8.03e-05              7.6e-06
4)      7.67e-05              7.5e-06
5)      7.61e-05              7.7e-06
6)      7.64e-05              7.9e-06
7)      7.87e-05              7.6e-06
8)      7.85e-05              7.8e-06
9)      8.56e-05              7.6e-06
10)      8.05e-05              7.5e-06
11)      7.8e-05              7.5e-06
12)      8.13e-05              7.7e-06
13)      7.66e-05              7.6e-06
14)      7.65e-05              7.6e-06
15)      7.79e-05              7.6e-06
16)      7.82e-05              8e-06
17)      7.8e-05              7.6e-06
18)      7.74e-05              7.6e-06
19)      7.77e-05              7.5e-06
20)      7.77e-05              7.6e-06
21)      7.65e-05              7.5e-06
22)      7.68e-05              7.6e-06
23)      7.78e-05              7.7e-06
24)      8.85e-05              1.02e-05
25)      7.73e-05              7.6e-06
26)      7.74e-05              7.8e-06
27)      7.81e-05              7.6e-06
28)      7.7e-05              7.6e-06
29)      7.66e-05              7.6e-06
30)      0.0001724              1.21e-05
31)      7.82e-05              7.5e-06
32)      7.7e-05              7.6e-06
33)      7.69e-05              7.5e-06
34)      7.91e-05              7.7e-06
35)      7.79e-05              7.7e-06
36)      7.68e-05              7.8e-06
37)      7.71e-05              7.6e-06
38)      0.0001189              7.9e-06
39)      7.76e-05              7.6e-06
40)      7.73e-05              7.6e-06
41)      0.0001711              1.68e-05
42)      7.73e-05              7.7e-06
43)      7.71e-05              7.5e-06
44)      7.64e-05              7.6e-06
45)      7.78e-05              7.5e-06
46)      7.7e-05              7.7e-06
47)      7.73e-05              7.6e-06
48)      7.88e-05              7.6e-06
49)      7.96e-05              1.13e-05
50)      7.84e-05              7.6e-06
