
Test: 0

Search: 
     Ñartesian                      AVL
34)     6.03e-05           5.85e-05
35)     6.17e-05           5.85e-05
36)     6.18e-05           5.85e-05
37)     6e-05           5.83e-05
38)     6.19e-05           5.86e-05
39)     0.0001746           0.000131
40)     0.0001377           0.000131
41)     6.16e-05           5.84e-05
42)     6.41e-05           5.77e-05
43)     6.18e-05           5.85e-05
44)     6.16e-05           5.85e-05
45)     6.03e-05           5.85e-05
46)     0.0001707           0.0001315
47)     6.34e-05           5.85e-05
48)     6.74e-05           5.3e-05
49)     6.07e-05           5.85e-05

Test: 0

Search: 
     Ñartesian                      AVL
1)     6.36e-05           6.01e-05
2)     6.36e-05           6.01e-05
3)     6.4e-05           6.03e-05
4)     6.04e-05           5.83e-05
5)     6.05e-05           5.84e-05
6)     6.07e-05           6.5e-05
7)     6.46e-05           6.87e-05
8)     6.24e-05           6.1e-05
9)     6.44e-05           6.04e-05
10)     6.29e-05           6.54e-05
11)     6.44e-05           6.07e-05
12)     6.44e-05           6.07e-05
13)     6.46e-05           6.07e-05
14)     8e-05           8.04e-05
15)     6.06e-05           5.88e-05
16)     6.27e-05           5.87e-05
17)     6.3e-05           5.96e-05
18)     6.24e-05           5.94e-05
19)     6.12e-05           5.86e-05
20)     6.18e-05           6.07e-05
21)     7.67e-05           8.11e-05
22)     6.19e-05           5.86e-05
23)     6.22e-05           6.11e-05
24)     6.64e-05           5.99e-05
25)     6.33e-05           5.99e-05
26)     6.45e-05           6.11e-05
27)     6.27e-05           5.95e-05
28)     6.45e-05           6.08e-05
29)     8.19e-05           8.25e-05
30)     6.49e-05           6.11e-05
31)     6.31e-05           5.99e-05
32)     6.28e-05           5.95e-05
33)     6.58e-05           5.96e-05
34)     6.32e-05           5.96e-05
35)     6.76e-05           6.11e-05
36)     6.47e-05           6.12e-05
37)     6.45e-05           6.08e-05
38)     5.93e-05           5.79e-05
39)     6.51e-05           6.11e-05
40)     6.66e-05           5.95e-05
41)     6.29e-05           5.96e-05
42)     6.04e-05           5.86e-05
43)     6.48e-05           6.11e-05
44)     6.45e-05           6.06e-05
45)     6.28e-05           5.94e-05
46)     8.12e-05           8.22e-05
47)     6.28e-05           5.96e-05
48)     6.44e-05           6.07e-05
49)     6.06e-05           5.86e-05
50)     6.3e-05           6.43e-05

Test: 1

Search: 
     Ñartesian                      AVL
1)     6.64e-05           5.99e-05
2)     6.45e-05           6.07e-05
3)     6.05e-05           5.86e-05
4)     6.22e-05           5.92e-05
5)     6.56e-05           5.72e-05
6)     0.0001119           7.51e-05
7)     6.45e-05           6.08e-05
8)     6.2e-05           5.72e-05
9)     6.37e-05           5.94e-05
10)     6.3e-05           5.95e-05
11)     6.45e-05           6.07e-05
12)     6.26e-05           5.94e-05
13)     6.47e-05           6.27e-05
14)     6.25e-05           5.92e-05
15)     6.06e-05           5.87e-05
16)     6.08e-05           5.92e-05
17)     6.29e-05           5.95e-05
18)     6.45e-05           6.1e-05
19)     6.08e-05           6.51e-05
20)     6.45e-05           6.08e-05
21)     6.26e-05           6.36e-05
22)     6.46e-05           6.08e-05
23)     8.56e-05           8.19e-05
24)     6.23e-05           6.32e-05
25)     6.57e-05           5.96e-05
26)     9.73e-05           9.21e-05
27)     6.46e-05           6.07e-05
28)     6.28e-05           6.14e-05
29)     6.49e-05           6.08e-05
30)     6.52e-05           6.26e-05
31)     6.31e-05           5.94e-05
32)     6.27e-05           5.95e-05
33)     6.22e-05           6.18e-05
34)     6.44e-05           6.06e-05
35)     6.46e-05           6.08e-05
36)     8.27e-05           7.94e-05
37)     6.32e-05           6.01e-05
38)     6.47e-05           6.35e-05
39)     6.31e-05           5.95e-05
40)     8.13e-05           8.17e-05
41)     6.43e-05           5.94e-05
42)     6.87e-05           6.25e-05
43)     6.14e-05           5.96e-05
44)     6.47e-05           6.11e-05
45)     6.3e-05           5.99e-05
46)     6.23e-05           6.11e-05
47)     6.48e-05           6.11e-05
48)     6.48e-05           6.07e-05
49)     6.13e-05           6.24e-05
50)     6.87e-05           5.96e-05

Test: 2

Search: 
     Ñartesian                      AVL
1)     6.06e-05           5.86e-05
2)     6.06e-05           5.77e-05
3)     6.57e-05           6.07e-05
4)     6.49e-05           6.3e-05
5)     6.89e-05           5.74e-05
6)     6.26e-05           6.22e-05
7)     6.51e-05           5.86e-05
8)     6.07e-05           5.85e-05
9)     6.22e-05           5.8e-05
10)     6.25e-05           6.1e-05
11)     6.21e-05           6.28e-05
12)     6.08e-05           5.95e-05
13)     6.24e-05           5.86e-05
14)     6.3e-05           5.97e-05
15)     6.45e-05           5.98e-05
16)     6.47e-05           6.08e-05
17)     6.44e-05           6.07e-05
18)     6.29e-05           5.89e-05
19)     6.48e-05           6.4e-05
20)     6.42e-05           6.01e-05
21)     6.05e-05           5.91e-05
22)     6.02e-05           5.64e-05
23)     6.47e-05           6.09e-05
24)     6.2e-05           6.08e-05
25)     6.26e-05           5.85e-05
26)     6.32e-05           5.95e-05
27)     6.09e-05           5.84e-05
28)     6.2e-05           5.77e-05
29)     6.52e-05           6.08e-05
30)     6.5e-05           6.11e-05
31)     6.27e-05           5.87e-05
32)     6.05e-05           5.74e-05
33)     6.46e-05           5.97e-05
34)     6.08e-05           5.95e-05
35)     6.46e-05           6.38e-05
36)     6.52e-05           5.98e-05
37)     6.45e-05           6.08e-05
38)     6.41e-05           5.99e-05
39)     6.45e-05           6.07e-05
40)     6.45e-05           6.08e-05
41)     6.27e-05           5.92e-05
42)     6.02e-05           5.82e-05
43)     6.23e-05           5.92e-05
44)     6.03e-05           5.84e-05
45)     6.43e-05           6.05e-05
46)     6.32e-05           6.07e-05
47)     6.84e-05           5.7e-05
48)     6.25e-05           5.93e-05
49)     6.43e-05           6.07e-05
50)     6.28e-05           5.96e-05

Test: 3

Search: 
     Ñartesian                      AVL
1)     6.37e-05           6.05e-05
2)     6.28e-05           5.92e-05
3)     6.4e-05           6.21e-05
4)     6.41e-05           6.34e-05
5)     6.39e-05           6.04e-05
6)     6.21e-05           5.92e-05

Test: 0

Search: 
     Ñartesian                      AVL
1)     6.14e-05           5.84e-05
2)     6.27e-05           5.83e-05
3)     6.18e-05           6.26e-05
4)     6.23e-05           5.85e-05
5)     6.42e-05           5.86e-05
6)     6.52e-05           5.85e-05
7)     6.17e-05           5.86e-05
8)     6.14e-05           5.84e-05
9)     6.18e-05           5.99e-05
10)     6.35e-05           5.99e-05
11)     6.21e-05           5.9e-05
12)     6.03e-05           6.21e-05
13)     7.94e-05           6.26e-05
14)     6.22e-05           5.89e-05
15)     6.29e-05           5.97e-05
16)     6.22e-05           5.92e-05
17)     6.27e-05           5.9e-05
18)     0.000139           0.0001008
19)     6e-05           6.54e-05
20)     6.25e-05           5.94e-05
21)     6.25e-05           5.92e-05
22)     0.0001399           0.0001395
23)     6.04e-05           5.88e-05
24)     6.23e-05           5.92e-05
25)     0.0001406           0.0001338
26)     6.26e-05           5.96e-05
27)     6.28e-05           5.95e-05
28)     6.26e-05           5.95e-05
29)     6.27e-05           5.99e-05
30)     6.24e-05           6.05e-05
31)     6.14e-05           6.1e-05
32)     6.35e-05           5.93e-05
33)     6.26e-05           5.96e-05
34)     6.43e-05           6.07e-05
35)     6.31e-05           5.95e-05
36)     6.23e-05           5.92e-05
37)     6.23e-05           5.9e-05
38)     0.0001448           0.0001365
39)     6.07e-05           9.02e-05
40)     0.0001408           0.0001339
41)     6.08e-05           5.92e-05
42)     6.01e-05           5.83e-05
43)     0.0001395           0.0001325
44)     7.05e-05           5.98e-05
45)     6.28e-05           5.98e-05
46)     6.87e-05           6.34e-05
47)     0.0001397           0.0001004
48)     6.25e-05           5.93e-05
49)     6.3e-05           5.99e-05
50)     6.23e-05           5.92e-05

Test: 1

Search: 
     Ñartesian                      AVL
1)     6.5e-05           6.28e-05
2)     6.34e-05           5.95e-05
3)     6.33e-05           5.99e-05
4)     0.0001111           6.08e-05
5)     6.4e-05           5.96e-05
6)     6.32e-05           5.92e-05
7)     6.15e-05           6.06e-05
8)     6.26e-05           5.94e-05
9)     6.25e-05           9.16e-05
10)     6.28e-05           5.97e-05
11)     6.09e-05           5.92e-05
12)     7.56e-05           5.94e-05
13)     6.25e-05           5.95e-05
14)     6.1e-05           5.92e-05
15)     6.18e-05           6.67e-05
16)     6.47e-05           6.05e-05
17)     6.12e-05           5.82e-05
18)     0.0001382           0.0001314
19)     6.2e-05           5.89e-05
20)     6.29e-05           5.88e-05
21)     6.17e-05           6.43e-05
22)     6.14e-05           5.83e-05
23)     5.95e-05           5.85e-05
24)     6.21e-05           5.88e-05
25)     6.51e-05           5.85e-05
26)     6.38e-05           5.85e-05
27)     0.0001383           0.0001314
28)     6.17e-05           5.86e-05
29)     6.03e-05           5.85e-05
30)     0.0001381           0.0001343
31)     6.19e-05           6.2e-05
32)     6.15e-05           5.86e-05
33)     6.14e-05           5.84e-05
34)     6.14e-05           5.85e-05
35)     6.18e-05           5.88e-05
36)     6.33e-05           5.91e-05
37)     6.3e-05           5.94e-05
38)     6.16e-05           5.86e-05
39)     6.14e-05           5.85e-05
40)     6.33e-05           5.97e-05
41)     0.0001393           0.0001328
42)     6.54e-05           5.89e-05
43)     6.15e-05           5.85e-05
44)     6.15e-05           6.08e-05
45)     6.14e-05           5.88e-05
46)     6.2e-05           5.9e-05
47)     6.12e-05           5.82e-05
48)     6.15e-05           5.85e-05
49)     6.19e-05           5.88e-05
50)     6.19e-05           5.87e-05

Test: 2

Search: 
     Ñartesian                      AVL
1)     6.19e-05           5.88e-05
2)     6.55e-05           8.46e-05
3)     6.16e-05           5.86e-05
4)     0.0001384           0.0001315
5)     0.0002042           5.83e-05
6)     6.21e-05           5.86e-05
7)     6.16e-05           5.86e-05
8)     6.16e-05           5.82e-05
9)     6.15e-05           5.86e-05
10)     6.16e-05           5.85e-05
11)     5.94e-05           5.83e-05
12)     6.18e-05           6.23e-05
13)     0.0001385           6.96e-05
14)     6.18e-05           5.89e-05
15)     6.21e-05           5.88e-05
16)     6.15e-05           5.86e-05
17)     6.15e-05           5.85e-05
18)     0.0001385           0.0001316
19)     0.0001381           0.0001315
20)     6.52e-05           5.86e-05
21)     0.0001383           0.0001315
22)     6.16e-05           5.87e-05
23)     6.15e-05           5.84e-05
24)     6.13e-05           5.84e-05
25)     0.0001403           0.0001312
26)     0.000174           0.0001318
27)     6.13e-05           5.82e-05
28)     6.16e-05           6.03e-05
29)     6.17e-05           5.85e-05
30)     6.15e-05           5.85e-05
31)     6.31e-05           5.87e-05
32)     0.0001381           0.0001315
33)     6.39e-05           5.64e-05
34)     5.85e-05           5.9e-05
35)     0.0001382           0.0001344
36)     6.16e-05           5.83e-05
37)     6.15e-05           5.85e-05
38)     0.0001399           0.0001315
39)     6.46e-05           5.89e-05
40)     6.18e-05           5.94e-05
41)     6.06e-05           5.91e-05
42)     0.0001394           0.0001354
43)     6.04e-05           5.95e-05
44)     6.23e-05           5.94e-05
45)     6.95e-05           5.86e-05
46)     6.09e-05           5.92e-05
47)     6.22e-05           5.88e-05
48)     6.18e-05           6.23e-05
49)     6.23e-05           5.85e-05
50)     6.18e-05           5.86e-05

Test: 3

Search: 
     Ñartesian                      AVL
1)     6.14e-05           5.85e-05
2)     0.0001384           0.0001315
3)     6.15e-05           5.85e-05
4)     0.0001384           0.0001334
5)     6.02e-05           0.0001158
6)     6.13e-05           5.83e-05
7)     0.0001383           0.0001315
8)     6.03e-05           6.27e-05
9)     0.0001384           0.0001316
10)     6.15e-05           5.86e-05
11)     6.17e-05           5.83e-05
12)     6.16e-05           5.87e-05
13)     6.32e-05           5.87e-05
14)     6.15e-05           5.84e-05
15)     6.16e-05           6.02e-05
16)     6.18e-05           5.87e-05
17)     0.0001395           0.0001322
18)     5.87e-05           5.89e-05
19)     6.13e-05           5.83e-05
20)     6.12e-05           5.82e-05
21)     6.34e-05           6.01e-05
22)     6.16e-05           5.85e-05
23)     0.0001383           0.0001315
24)     6.22e-05           5.85e-05
25)     0.0001346           0.0001313
26)     6.17e-05           5.85e-05
27)     6.16e-05           5.85e-05
28)     6.15e-05           5.84e-05
29)     0.0001398           0.0001267
30)     6.17e-05           5.87e-05
31)     6.16e-05           5.85e-05
32)     6.13e-05           5.82e-05
33)     6.17e-05           5.88e-05
34)     6.12e-05           5.86e-05
35)     6.02e-05           5.85e-05
36)     6.16e-05           5.85e-05
37)     6.15e-05           5.85e-05
38)     6.56e-05           5.78e-05
39)     6.01e-05           5.85e-05
40)     6.19e-05           6.18e-05
41)     6.4e-05           5.36e-05
42)     6.14e-05           5.85e-05
43)     6.13e-05           5.84e-05
44)     0.0001405           0.0001309
45)     6.17e-05           5.86e-05
46)     6.38e-05           5.97e-05
47)     6.15e-05           5.84e-05
48)     6.17e-05           5.85e-05
49)     0.0001398           0.0001379
50)     6.04e-05           6.01e-05

Test: 4

Search: 
     Ñartesian                      AVL
1)     6.13e-05           5.83e-05
2)     6.29e-05           5.96e-05
3)     6.16e-05           5.84e-05
4)     6.12e-05           5.83e-05
5)     6.11e-05           5.82e-05
6)     6.15e-05           5.85e-05
7)     6.03e-05           5.85e-05
8)     6.17e-05           6.02e-05
9)     0.0001381           0.0001314
10)     5.98e-05           5.86e-05
11)     6.14e-05           5.85e-05
12)     6.14e-05           5.85e-05
13)     6.65e-05           5.82e-05
14)     6.15e-05           5.86e-05
15)     6.15e-05           5.85e-05
16)     6.31e-05           5.63e-05
17)     6.35e-05           5.98e-05
18)     6.16e-05           5.87e-05
19)     0.0004313           0.00016
20)     6.16e-05           5.85e-05
21)     6.04e-05           5.86e-05
22)     6.03e-05           5.85e-05
23)     6.14e-05           5.85e-05
24)     6.04e-05           6.01e-05
25)     6.14e-05           6.22e-05
26)     6.32e-05           5.9e-05
27)     0.0001382           0.0001314
28)     0.0001384           0.0001314
29)     0.0001383           0.0001315
30)     6.02e-05           5.86e-05
31)     6.15e-05           0.0001027
32)     6.14e-05           5.84e-05
33)     6.15e-05           5.86e-05
34)     6.2e-05           5.86e-05
35)     6.14e-05           5.83e-05
36)     0.0001398           0.0001326
37)     6.13e-05           5.83e-05
38)     6.2e-05           5.85e-05
39)     6.18e-05           5.84e-05
40)     6.04e-05           5.86e-05
41)     6.13e-05           5.83e-05
42)     6.14e-05           5.85e-05
43)     5.97e-05           5.86e-05
44)     6.12e-05           5.99e-05
45)     6.18e-05           5.85e-05
46)     6.15e-05           5.86e-05
47)     6.14e-05           6.21e-05
48)     6.14e-05           5.84e-05
49)     6.21e-05           5.86e-05
50)     6.02e-05           5.88e-05

Test: 5

Search: 
     Ñartesian                      AVL
1)     7.03e-05           5.97e-05
2)     6.33e-05           5.99e-05
3)     6.03e-05           5.85e-05
4)     5.96e-05           5.83e-05
5)     6.12e-05           5.82e-05
6)     5.96e-05           5.85e-05
7)     0.0001378           0.000131
8)     6.15e-05           5.85e-05
9)     6.15e-05           5.85e-05
10)     6.49e-05           5.85e-05
11)     6.48e-05           7.09e-05
12)     6.15e-05           5.85e-05
13)     6.13e-05           5.83e-05
14)     6.15e-05           5.84e-05
15)     0.0001379           0.0001338
16)     6.27e-05           5.85e-05
17)     6.12e-05           5.82e-05
18)     6.17e-05           6.04e-05
19)     6.12e-05           5.82e-05
20)     6.13e-05           5.83e-05
21)     6.19e-05           6.04e-05
22)     6.18e-05           5.85e-05
23)     6.23e-05           5.91e-05
24)     6.16e-05           5.85e-05
25)     6.12e-05           5.82e-05
26)     6.17e-05           6.24e-05
27)     0.0001383           0.0001315
28)     6.76e-05           0.0002112
29)     7.82e-05           7.62e-05
30)     6.13e-05           5.88e-05
31)     6.42e-05           6e-05
32)     6.14e-05           5.85e-05
33)     6.54e-05           5.85e-05
34)     6.03e-05           5.85e-05
35)     6.16e-05           5.85e-05
36)     7.97e-05           0.0001322
37)     6.18e-05           5.84e-05
38)     5.79e-05           5.54e-05
39)     6.13e-05           5.83e-05
40)     6.12e-05           5.83e-05
41)     6.05e-05           5.73e-05
42)     6.14e-05           5.84e-05
43)     6.52e-05           5.86e-05
44)     5.96e-05           5.88e-05
45)     6.2e-05           5.85e-05
46)     6.15e-05           5.83e-05
47)     6.04e-05           5.85e-05
48)     0.0001383           0.0001315
49)     6.16e-05           5.85e-05
50)     6.28e-05           5.84e-05

Test: 6

Search: 
     Ñartesian                      AVL
1)     6.13e-05           5.83e-05
2)     6.04e-05           6.01e-05
3)     6.29e-05           5.85e-05
4)     6.15e-05           5.85e-05
5)     0.0001381           0.0001345
6)     6.21e-05           5.85e-05
7)     6.2e-05           5.85e-05
8)     6.32e-05           6.11e-05
9)     0.0001382           0.0001314
10)     0.0001414           0.0001316
11)     0.0001392           0.0001337
12)     6.36e-05           6.17e-05
13)     0.0001524           0.0001315
14)     6.13e-05           5.83e-05
15)     6.15e-05           5.85e-05
16)     6.33e-05           5.65e-05
17)     6.15e-05           5.85e-05
18)     6.16e-05           6.12e-05
19)     5.95e-05           5.85e-05
20)     6.3e-05           5.84e-05
21)     6.19e-05           5.9e-05
22)     6.13e-05           5.83e-05
23)     6.37e-05           5.85e-05
24)     6.17e-05           5.87e-05
25)     6.06e-05           5.83e-05
26)     0.0001382           0.000136
27)     6.15e-05           5.85e-05
28)     0.0001293           6.32e-05
29)     6.15e-05           5.85e-05
30)     6.14e-05           5.84e-05
31)     6.15e-05           5.85e-05
32)     6.15e-05           5.84e-05
33)     6.14e-05           5.82e-05
34)     6.26e-05           5.95e-05
35)     6.11e-05           5.82e-05
36)     6.18e-05           5.85e-05
37)     6.14e-05           5.85e-05
38)     6.16e-05           7.38e-05
39)     0.0001384           0.0001315
40)     6.18e-05           5.84e-05
41)     6.16e-05           6.15e-05
42)     6.14e-05           5.83e-05
43)     6.3e-05           5.97e-05
44)     6.15e-05           5.84e-05
45)     0.0001429           0.0001315
46)     6.2e-05           5.88e-05
47)     6.15e-05           5.84e-05
48)     6.04e-05           6.2e-05
49)     6.33e-05           6.13e-05
50)     6.14e-05           5.86e-05

Test: 7

Search: 
     Ñartesian                      AVL
1)     6.21e-05           6.08e-05
2)     6.16e-05           5.86e-05
3)     6.17e-05           5.85e-05
4)     6.16e-05           5.86e-05
5)     6.15e-05           5.84e-05
6)     6.16e-05           6.4e-05
7)     6.14e-05           5.86e-05
8)     6.16e-05           5.86e-05
9)     6.03e-05           6.09e-05
10)     6.14e-05           6.11e-05
11)     6.17e-05           5.85e-05
12)     0.0001383           0.0001315
13)     6.14e-05           5.84e-05
14)     6.15e-05           5.85e-05
15)     6.21e-05           5.85e-05
16)     6.18e-05           5.96e-05
17)     6.13e-05           5.83e-05
18)     6.14e-05           5.85e-05
19)     6.15e-05           5.85e-05
20)     0.0001412           0.000132
21)     6.01e-05           5.84e-05
22)     0.0001381           0.0001315
23)     6.13e-05           5.83e-05
24)     6.05e-05           5.85e-05
25)     0.0001034           5.92e-05
26)     0.0001384           0.0001315
27)     6.14e-05           5.85e-05
28)     0.0001386           0.0001316
29)     6.16e-05           5.85e-05
30)     6.32e-05           5.97e-05
31)     6.52e-05           6.2e-05
32)     6.13e-05           5.85e-05
33)     6.29e-05           5.97e-05
34)     6.36e-05           5.86e-05
35)     6.78e-05           5.85e-05
36)     6.18e-05           5.85e-05
37)     6.18e-05           5.85e-05
38)     5.85e-05           5.86e-05
39)     6.02e-05           5.85e-05
40)     6.21e-05           5.88e-05
41)     6.23e-05           5.85e-05
42)     6.15e-05           5.86e-05
43)     6.15e-05           5.85e-05
44)     6.17e-05           5.85e-05
45)     6.15e-05           5.85e-05
46)     6.45e-05           5.85e-05
47)     6.16e-05           5.86e-05
48)     6.19e-05           6.12e-05
49)     6.17e-05           5.9e-05
50)     6.06e-05           5.89e-05
